Starting Impala Shell without Kerberos authentication
Connected to tracing024:21000
Server version: impalad version 2.0.0-cdh5 RELEASE (build ecf30af0b4d6e56ea80297df2189367ada6b7da7)
Query: use `tpcds_text_50`
Query: select c_last_name,
  c_first_name,
  ca_city,
  bought_city,
  ss_ticket_number,
  extended_price,
  extended_tax,
  list_price
from
  (select
    ss_ticket_number,
    ss_customer_sk,
    ca_city bought_city,
    sum(ss_ext_sales_price) extended_price,
    sum(ss_ext_list_price) list_price,
    sum(ss_ext_tax) extended_tax
  from
    store_sales_text,
    date_dim_text,
    store_text,
    household_demographics_text,
    customer_address_text
  where
    store_sales_text.ss_sold_date_sk = date_dim_text.d_date_sk
    and store_sales_text.ss_store_sk = store_text.s_store_sk
    and store_sales_text.ss_hdemo_sk = household_demographics_text.hd_demo_sk
    and store_sales_text.ss_addr_sk = customer_address_text.ca_address_sk
    -- and date_dim_text.d_dom between 1 and 2
    and (household_demographics_text.hd_dep_count = 5
      or household_demographics_text.hd_vehicle_count = 3)
    -- and date_dim_text.d_year in (1999, 1999 + 1, 1999 + 2)
    and store_text.s_city in ('Midway', 'Fairview')
    -- partition key filter
    -- and ss_sold_date_sk in (2451180, 2451181, 2451211, 2451212, 2451239, 2451240, 2451270, 2451271, 2451300, 2451301, 2451331, 
    --                         2451332, 2451361, 2451362, 2451392, 2451393, 2451423, 2451424, 2451453, 2451454, 2451484, 2451485, 
    --                         2451514, 2451515, 2451545, 2451546, 2451576, 2451577, 2451605, 2451606, 2451636, 2451637, 2451666, 
    --                         2451667, 2451697, 2451698, 2451727, 2451728, 2451758, 2451759, 2451789, 2451790, 2451819, 2451820, 
    --                         2451850, 2451851, 2451880, 2451881, 2451911, 2451912, 2451942, 2451943, 2451970, 2451971, 2452001, 
    --                         2452002, 2452031, 2452032, 2452062, 2452063, 2452092, 2452093, 2452123, 2452124, 2452154, 2452155, 
    --                         2452184, 2452185, 2452215, 2452216, 2452245, 2452246) 
    and ss_sold_date_sk between 2451180 and 2451269 -- partition key filter (3 months)
    and d_date between '1999-01-01' and '1999-03-31'
  group by
    ss_ticket_number,
    ss_customer_sk,
    ss_addr_sk,
    ca_city
  ) dn,
  customer_text,
  customer_address_text current_addr
where
  ss_customer_sk = c_customer_sk
  and customer_text.c_current_addr_sk = current_addr.ca_address_sk
  and current_addr.ca_city <> bought_city
order by
  c_last_name,
  ss_ticket_number
limit 100
[?1034h+-------------+--------------+-----------------+-----------------+------------------+-------------------+-------------------+-------------------+
| c_last_name | c_first_name | ca_city         | bought_city     | ss_ticket_number | extended_price    | extended_tax      | list_price        |
| Abrams      | Ricardo      | Five Points     | Buena Vista     | 350260           | 26845.29          | 956.4000000000001 | 45354.53999999999 |
| Abrams      | Aurelia      | Hopewell        | Lakeside        | 1088870          | 18037.37          | 851.2             | 25597.35          |
| Abrams      | Sarah        | Riverside       | Peoria          | 3242613          | 16579.67          | 573.86            | 40358.41          |
| Abrams      | Dennis       | Enterprise      | Mount Pleasant  | 5789679          | 20545.76          | 751.3199999999999 | 54651.9           |
| Abrams      | Tammy        | White Plains    | Lebanon         | 6425417          | 21130.44          | 1064.73           | 42276.78000000001 |
| Abrams      | Melisa       | Belmont         | Pleasant Grove  | 8272852          | 18785.82          | 559.5600000000001 | 51590.63          |
| Abrams      | Fannie       | Oak Ridge       | Macedonia       | 9503588          | 8416.929999999998 | 339.3699999999999 | 29385.56          |
| Abrams      | Nathan       | Bunker Hill     | Plainview       | 9923299          | 47375.45          | 2033.24           | 65010.2           |
| Abrams      | Bruce        | Union Hill      | Five Points     | 10637018         | 37938.56          | 1190.35           | 74230.5           |
| Acevedo     | Glenda       | Shiloh          | Pleasant Hill   | 342823           | 28751.05000000001 | 761.25            | 50705.83000000001 |
| Acevedo     | James        | Oakdale         | Quincy          | 934996           | 7636.26           | 227.78            | 15011.99          |
| Acevedo     | Ernestine    | Wildwood        | Woodlawn        | 1638889          | 27169.06          | 1305.76           | 61120.86000000001 |
| Acevedo     | Cynthia      | Salem           | Belmont         | 3687108          | 34983.83          | 1886.04           | 74036.73999999999 |
| Acevedo     | Joyce        | Woodland        | Union Hill      | 10116205         | 10378.77          | 701.9399999999999 | 21120.68          |
| Acker       | Willie       | Bethel          | Highland        | 4949640          | 25186.84          | 883.0100000000001 | 35818.25999999999 |
| Acker       | Mattie       | Salem           | Pleasant Hill   | 6645288          | 8786.170000000002 | 279.78            | 25073.1           |
| Ackerman    | Mildred      | Somerville      | Hillcrest       | 2986747          | 14126.22          | 973.6599999999999 | 44793.11          |
| Ackerman    | Patty        | Plainview       | Five Points     | 9182197          | 25315.22          | 1178.98           | 61584.70999999999 |
| Ackley      | Abigail      | Hopewell        | Jamestown       | 11734166         | 22039.39          | 596.8099999999999 | 42447.4           |
| Acosta      | Katherine    | Red Hill        | Highland        | 1152864          | 23227.46000000001 | 734.98            | 38417.25999999999 |
| Acosta      | Teresa       | Concord         | Clinton         | 2985424          | 16756.02          | 676.2200000000001 | 43676.12          |
| Acosta      | Dick         | Edgewood        | Sunnyside       | 3122998          | 32618.26          | 1824.86           | 52926.69000000001 |
| Acosta      | Jeffrey      | Waterloo        | Forest Hills    | 3228061          | 13674.49          | 449.53            | 41473.85000000001 |
| Acosta      | Jerome       | Concord         | Liberty         | 4653090          | 13969.51          | 905.09            | 23073.79          |
| Acosta      | George       | Ashland         | Oak Hill        | 5452365          | 26249.78          | 1593.28           | 41081.35999999999 |
| Acosta      | Michelle     | Perkins         | Kingston        | 7747755          | 40024.98          | 1808.26           | 61535.82000000001 |
| Acuna       | Francis      | Providence      | Forest Hills    | 5871758          | 15555.91          | 1006.21           | 33731.89999999999 |
| Adair       | Lois         | Oakwood         | Shiloh          | 1167983          | 14499.63          | 573.74            | 47145.36          |
| Adair       | Ruth         | Springfield     | Shady Grove     | 6044038          | 11679.58          | 503.65            | 29721.66          |
| Adair       | Hilda        | Glendale        | Walnut Grove    | 8096759          | 18023.76          | 608.03            | 32698.35          |
| Adair       | NULL         | Lakeside        | Woodland        | 8554491          | 12415.32          | 317.96            | 30592.72000000001 |
| Adam        | Jennifer     | Clinton         | Shady Grove     | 2521103          | 11325.88          | 669.0199999999999 | 19505.98          |
| Adame       | Susan        | Oakland         | Ruth            | 6571546          | 16321.83          | 614.26            | 29711.68          |
| Adams       | George       | Yorktown        | Fairfield       | 7567             | 16421.37          | 494.83            | 28206.85          |
| Adams       | Taryn        | Oak Ridge       | Pine Grove      | 604236           | 21316.33          | 876.08            | 41981.65          |
| Adams       | NULL         | Stewart         | Ashland         | 756496           | 25283.71          | 952.03            | 41021.48          |
| Adams       | Angelica     | Midway          | Hamilton        | 1191952          | 31643.15          | 1664.56           | 49470.38          |
| Adams       | Edward       | New Hope        | Arlington       | 1328531          | 26372.09          | 816.8000000000001 | 64117.71          |
| Adams       | Phyllis      | Pleasant Valley | New Hope        | 1436043          | 19010.16          | 706.47            | 44700.88          |
| Adams       | Stephanie    | Glenwood        | Jackson         | 1568959          | 20463.82          | 1107.5            | 39883.25          |
| Adams       | Caroline     | Greenfield      | Highland        | 1599447          | 18243.75          | 949.61            | 39419.12          |
| Adams       | Dane         | Jamestown       | Greenwood       | 1695140          | 12325.64          | 82.23999999999999 | 25373.57          |
| Adams       | Elizabeth    | Wilson          | Lincoln         | 1979261          | 22787.72          | 190.28            | 36634.53999999999 |
| Adams       | Victoria     | Shore Acres     | Sulphur Springs | 2036247          | 25829.54          | 1039.68           | 63756.87          |
| Adams       | Carmela      | Mount Vernon    | Union           | 2097172          | 15599.14          | 466.47            | 51614.82          |
| Adams       | Erica        | Lincoln         | Oakdale         | 2239493          | 13117.52          | 308.8199999999999 | 36445.1           |
| Adams       | Angela       | Lebanon         | Springfield     | 2295758          | 9048.4            | 329.96            | 35411.89          |
| Adams       | Phyllis      | Belmont         | Shiloh          | 2572985          | 30346.9           | 1352.35           | 50575.89999999999 |
| Adams       | James        | Wilson          | Springfield     | 2680144          | 41486.78999999999 | 1538.64           | 58882.14000000001 |
| Adams       | Eunice       | Riverdale       | Lakewood        | 2839094          | 3239.71           | 102.92            | 16448.89          |
| Adams       | James        | Clinton         | Riverview       | 3029229          | 16978.27          | 513.74            | 42314.25          |
| Adams       | Cheryl       | Crossroads      | Lakewood        | 3120211          | 12324.18          | 244.21            | 34309.67000000001 |
| Adams       | Alberto      | Woodlawn        | Hillcrest       | 3295170          | 26340.27          | 1146.22           | 49934.64999999999 |
| Adams       | Juan         | Green Acres     | Harmony         | 4024533          | 27578.27          | 1475.52           | 67927.95999999999 |
| Adams       | William      | Franklin        | Fairview        | 4143964          | 18614.25          | 769.7700000000001 | 46948.91          |
| Adams       | John         | Enterprise      | Salem           | 4272649          | 9106.059999999999 | 264.58            | 20790.96          |
| Adams       | NULL         | Spring Valley   | Sunnyside       | 4429515          | 19092.04          | 826.14            | 30293.89          |
| Adams       | Nadine       | Jamestown       | Edgewood        | 4753707          | 27956.35          | 1520.56           | 69907.03          |
| Adams       | Scott        | Five Points     | Pleasant Hill   | 4877113          | 16263.06          | 318.3499999999999 | 38770.9           |
| Adams       | Christian    | Woodland        | Plainview       | 4893769          | 15643.85          | 222.19            | 31325.81          |
| Adams       | Kathleen     | Walnut Grove    | Payne           | 5231538          | 9078.83           | 372.92            | 21107.69          |
| Adams       | Lee          | Arlington       | Five Points     | 5598000          | 22426.58          | 1214.25           | 48485.24          |
| Adams       | Kenneth      | Glenwood        | Appleton        | 5853496          | 9909.93           | 306.04            | 19898.45          |
| Adams       | Earleen      | Lebanon         | Plainview       | 6075967          | 15460.66          | 272.2             | 23808.87999999999 |
| Adams       | Jill         | Riverside       | Woodville       | 6158770          | 15346.54          | 365.86            | 34485.87          |
| Adams       | David        | Springfield     | Greenfield      | 6196872          | 8523.27           | 599.61            | 38054.03000000001 |
| Adams       | Ken          | Richfield       | Macedonia       | 6358740          | 21958.57          | 973.0300000000001 | 39382.23          |
| Adams       | Bradley      | Brownsville     | Jamestown       | 6382276          | 32497.83          | 1479.95           | 76519.75          |
| Adams       | James        | Spring Valley   | Woodland        | 6434485          | 12296.61          | 468.4199999999999 | 37959.12000000001 |
| Adams       | Tony         | Concord         | Fairview        | 6527280          | 26849.62          | 1571.21           | 43264.48          |
| Adams       | Alex         | Shiloh          | Maple Grove     | 6756633          | 9109.689999999999 | 184.22            | 33341.58          |
| Adams       | Jose         | Buckingham      | Pleasant Hill   | 6917650          | 7504.74           | 420.4400000000001 | 37348.62999999999 |
| Adams       | NULL         | Rossville       | Franklin        | 7012664          | 15880.58          | 589.04            | 38949.32          |
| Adams       | Richard      | Bloomingdale    | Shady Grove     | 7069945          | 33938.69          | 1852.88           | 45101.13          |
| Adams       | Jeremiah     | Union Hill      | Fairview        | 7314928          | 16111.82          | 1000.16           | 26302.32          |
| Adams       | Hortencia    | Newtown         | Sulphur Springs | 7387117          | 32727.68          | 1162.82           | 59765.07999999999 |
| Adams       | Ronald       | Scottsville     | Hopewell        | 7738398          | 7073.27           | 539.13            | 12405.56          |
| Adams       | Kyong        | Cedar Grove     | Sulphur Springs | 7783896          | 13776.04          | 460.4300000000001 | 31137.72          |
+-------------+--------------+-----------------+-----------------+------------------+-------------------+-------------------+-------------------+
Fetched 100 row(s) in 4.11s
Query Runtime Profile:
Query (id=fa41085dab2466d2:436e4cfa82d6a296):
  Summary:
    Session ID: 134b83ffd57768ab:1cb5dd76fc4e73af
    Session Type: BEESWAX
    Start Time: 2015-08-03 17:08:45.099832000
    End Time: 2015-08-03 17:08:49.206926000
    Query Type: QUERY
    Query State: FINISHED
    Query Status: OK
    Impala Version: impalad version 2.0.0-cdh5 RELEASE (build ecf30af0b4d6e56ea80297df2189367ada6b7da7)
    User: wangdewei
    Connected User: wangdewei
    Delegated User: 
    Network Address: ::ffff:172.168.0.17:45931
    Default Db: tpcds_text_50
    Sql Statement: select c_last_name,
  c_first_name,
  ca_city,
  bought_city,
  ss_ticket_number,
  extended_price,
  extended_tax,
  list_price
from
  (select
    ss_ticket_number,
    ss_customer_sk,
    ca_city bought_city,
    sum(ss_ext_sales_price) extended_price,
    sum(ss_ext_list_price) list_price,
    sum(ss_ext_tax) extended_tax
  from
    store_sales_text,
    date_dim_text,
    store_text,
    household_demographics_text,
    customer_address_text
  where
    store_sales_text.ss_sold_date_sk = date_dim_text.d_date_sk
    and store_sales_text.ss_store_sk = store_text.s_store_sk
    and store_sales_text.ss_hdemo_sk = household_demographics_text.hd_demo_sk
    and store_sales_text.ss_addr_sk = customer_address_text.ca_address_sk
    -- and date_dim_text.d_dom between 1 and 2
    and (household_demographics_text.hd_dep_count = 5
      or household_demographics_text.hd_vehicle_count = 3)
    -- and date_dim_text.d_year in (1999, 1999 + 1, 1999 + 2)
    and store_text.s_city in ('Midway', 'Fairview')
    -- partition key filter
    -- and ss_sold_date_sk in (2451180, 2451181, 2451211, 2451212, 2451239, 2451240, 2451270, 2451271, 2451300, 2451301, 2451331, 
    --                         2451332, 2451361, 2451362, 2451392, 2451393, 2451423, 2451424, 2451453, 2451454, 2451484, 2451485, 
    --                         2451514, 2451515, 2451545, 2451546, 2451576, 2451577, 2451605, 2451606, 2451636, 2451637, 2451666, 
    --                         2451667, 2451697, 2451698, 2451727, 2451728, 2451758, 2451759, 2451789, 2451790, 2451819, 2451820, 
    --                         2451850, 2451851, 2451880, 2451881, 2451911, 2451912, 2451942, 2451943, 2451970, 2451971, 2452001, 
    --                         2452002, 2452031, 2452032, 2452062, 2452063, 2452092, 2452093, 2452123, 2452124, 2452154, 2452155, 
    --                         2452184, 2452185, 2452215, 2452216, 2452245, 2452246) 
    and ss_sold_date_sk between 2451180 and 2451269 -- partition key filter (3 months)
    and d_date between '1999-01-01' and '1999-03-31'
  group by
    ss_ticket_number,
    ss_customer_sk,
    ss_addr_sk,
    ca_city
  ) dn,
  customer_text,
  customer_address_text current_addr
where
  ss_customer_sk = c_customer_sk
  and customer_text.c_current_addr_sk = current_addr.ca_address_sk
  and current_addr.ca_city <> bought_city
order by
  c_last_name,
  ss_ticket_number
limit 100
    Coordinator: tracing024:22000
    Plan: 
----------------
Estimated Per-Host Requirements: Memory=708.44MB VCores=5

F08:PLAN FRAGMENT [UNPARTITIONED]
  23:MERGING-EXCHANGE [UNPARTITIONED]
     order by: c_last_name ASC, ss_ticket_number ASC
     limit: 100
     hosts=4 per-host-mem=unavailable
     tuple-ids=9 row-size=122B cardinality=100

F05:PLAN FRAGMENT [HASH(ss_ticket_number,ss_customer_sk,ss_addr_sk,ca_city)]
  DATASTREAM SINK [FRAGMENT=F08, EXCHANGE=23, UNPARTITIONED]
  14:TOP-N [LIMIT=100]
  |  order by: c_last_name ASC, ss_ticket_number ASC
  |  hosts=4 per-host-mem=11.90KB
  |  tuple-ids=9 row-size=122B cardinality=100
  |
  13:HASH JOIN [INNER JOIN, BROADCAST]
  |  hash predicates: customer_text.c_current_addr_sk = current_addr.ca_address_sk
  |  other predicates: current_addr.ca_city != ca_city
  |  hosts=4 per-host-mem=11.63MB
  |  tuple-ids=5,7,8 row-size=142B cardinality=4140845
  |
  |--22:EXCHANGE [BROADCAST]
  |     hosts=1 per-host-mem=0B
  |     tuple-ids=8 row-size=29B cardinality=383000
  |
  12:HASH JOIN [INNER JOIN, BROADCAST]
  |  hash predicates: ss_customer_sk = c_customer_sk
  |  hosts=4 per-host-mem=41.76MB
  |  tuple-ids=5,7 row-size=113B cardinality=4140845
  |
  |--21:EXCHANGE [BROADCAST]
  |     hosts=1 per-host-mem=0B
  |     tuple-ids=7 row-size=52B cardinality=766000
  |
  20:AGGREGATE [FINALIZE]
  |  output: sum:merge(ss_ext_sales_price), sum:merge(ss_ext_list_price), sum:merge(ss_ext_tax)
  |  group by: ss_ticket_number, ss_customer_sk, ss_addr_sk, ca_city
  |  hosts=4 per-host-mem=264.78MB
  |  tuple-ids=5 row-size=61B cardinality=4140845
  |
  19:EXCHANGE [HASH(ss_ticket_number,ss_customer_sk,ss_addr_sk,ca_city)]
     hosts=4 per-host-mem=0B
     tuple-ids=5 row-size=61B cardinality=4140845

F07:PLAN FRAGMENT [RANDOM]
  DATASTREAM SINK [FRAGMENT=F05, EXCHANGE=22, BROADCAST]
  11:SCAN HDFS [tpcds_text_50.customer_address_text current_addr, RANDOM]
     partitions=1/1 size=40.17MB
     table stats: 383000 rows total
     column stats: all
     hosts=1 per-host-mem=112.00MB
     tuple-ids=8 row-size=29B cardinality=383000

F06:PLAN FRAGMENT [RANDOM]
  DATASTREAM SINK [FRAGMENT=F05, EXCHANGE=21, BROADCAST]
  10:SCAN HDFS [tpcds_text_50.customer_text, RANDOM]
     partitions=1/1 size=97.16MB
     table stats: 766000 rows total
     column stats: all
     hosts=1 per-host-mem=176.00MB
     tuple-ids=7 row-size=52B cardinality=766000

F00:PLAN FRAGMENT [RANDOM]
  DATASTREAM SINK [FRAGMENT=F05, EXCHANGE=19, HASH(ss_ticket_number,ss_customer_sk,ss_addr_sk,ca_city)]
  09:AGGREGATE
  |  output: sum(ss_ext_sales_price), sum(ss_ext_list_price), sum(ss_ext_tax)
  |  group by: ss_ticket_number, ss_customer_sk, ss_addr_sk, ca_city
  |  hosts=4 per-host-mem=264.78MB
  |  tuple-ids=5 row-size=61B cardinality=4140845
  |
  08:HASH JOIN [INNER JOIN, BROADCAST]
  |  hash predicates: store_sales_text.ss_addr_sk = customer_address_text.ca_address_sk
  |  hosts=4 per-host-mem=11.63MB
  |  tuple-ids=0,1,2,3,4 row-size=149B cardinality=4140845
  |
  |--18:EXCHANGE [BROADCAST]
  |     hosts=1 per-host-mem=0B
  |     tuple-ids=4 row-size=29B cardinality=383000
  |
  07:HASH JOIN [INNER JOIN, BROADCAST]
  |  hash predicates: store_sales_text.ss_hdemo_sk = household_demographics_text.hd_demo_sk
  |  hosts=4 per-host-mem=23.20KB
  |  tuple-ids=0,1,2,3 row-size=120B cardinality=4140845
  |
  |--17:EXCHANGE [BROADCAST]
  |     hosts=1 per-host-mem=0B
  |     tuple-ids=3 row-size=12B cardinality=1800
  |
  06:HASH JOIN [INNER JOIN, BROADCAST]
  |  hash predicates: store_sales_text.ss_store_sk = store_text.s_store_sk
  |  hosts=4 per-host-mem=1.32KB
  |  tuple-ids=0,1,2 row-size=108B cardinality=4140845
  |
  |--16:EXCHANGE [BROADCAST]
  |     hosts=1 per-host-mem=0B
  |     tuple-ids=2 row-size=30B cardinality=41
  |
  05:HASH JOIN [INNER JOIN, BROADCAST]
  |  hash predicates: store_sales_text.ss_sold_date_sk = date_dim_text.d_date_sk
  |  hosts=4 per-host-mem=232B
  |  tuple-ids=0,1 row-size=78B cardinality=4140845
  |
  |--15:EXCHANGE [BROADCAST]
  |     hosts=1 per-host-mem=0B
  |     tuple-ids=1 row-size=30B cardinality=7
  |
  00:SCAN HDFS [tpcds_text_50.store_sales_text, RANDOM]
     partitions=89/1823 size=526.27MB
     table stats: 137528107 rows total
     column stats: all
     hosts=4 per-host-mem=432.00MB
     tuple-ids=0 row-size=48B cardinality=4140845

F04:PLAN FRAGMENT [RANDOM]
  DATASTREAM SINK [FRAGMENT=F00, EXCHANGE=18, BROADCAST]
  04:SCAN HDFS [tpcds_text_50.customer_address_text, RANDOM]
     partitions=1/1 size=40.17MB
     table stats: 383000 rows total
     column stats: all
     hosts=1 per-host-mem=112.00MB
     tuple-ids=4 row-size=29B cardinality=383000

F03:PLAN FRAGMENT [RANDOM]
  DATASTREAM SINK [FRAGMENT=F00, EXCHANGE=17, BROADCAST]
  03:SCAN HDFS [tpcds_text_50.household_demographics_text, RANDOM]
     partitions=1/1 size=141.07KB
     predicates: (household_demographics_text.hd_dep_count = 5 OR household_demographics_text.hd_vehicle_count = 3)
     table stats: 7200 rows total
     column stats: all
     hosts=1 per-host-mem=32.00MB
     tuple-ids=3 row-size=12B cardinality=1800

F02:PLAN FRAGMENT [RANDOM]
  DATASTREAM SINK [FRAGMENT=F00, EXCHANGE=16, BROADCAST]
  02:SCAN HDFS [tpcds_text_50.store_text, RANDOM]
     partitions=1/1 size=37.57KB
     predicates: store_text.s_city IN ('Midway', 'Fairview')
     table stats: 144 rows total
     column stats: all
     hosts=1 per-host-mem=32.00MB
     tuple-ids=2 row-size=30B cardinality=41

F01:PLAN FRAGMENT [RANDOM]
  DATASTREAM SINK [FRAGMENT=F00, EXCHANGE=15, BROADCAST]
  01:SCAN HDFS [tpcds_text_50.date_dim_text, RANDOM]
     partitions=1/1 size=9.77MB
     predicates: tpcds_text_50.date_dim_text.d_date_sk >= 2451180, tpcds_text_50.date_dim_text.d_date_sk <= 2451269, d_date >= '1999-01-01', d_date <= '1999-03-31'
     table stats: 73049 rows total
     column stats: all
     hosts=1 per-host-mem=48.00MB
     tuple-ids=1 row-size=30B cardinality=7
----------------
    Estimated Per-Host Mem: 742854844
    Estimated Per-Host VCores: 5
    Admission result: Admitted immediately
    Request Pool: root.wangdewei
    ExecSummary: 
Operator              #Hosts   Avg Time   Max Time    #Rows  Est. #Rows   Peak Mem  Est. Peak Mem  Detail                         
----------------------------------------------------------------------------------------------------------------------------------
23:MERGING-EXCHANGE        1  219.987us  219.987us      400         100          0        -1.00 B  UNPARTITIONED                  
14:TOP-N                   4        0ns        0ns      400         100  132.00 KB       11.90 KB                                 
13:HASH JOIN               4   274.85ms  278.956ms   24.50K       4.14M   46.03 MB       11.63 MB  INNER JOIN, BROADCAST          
|--22:EXCHANGE             4    9.182ms    9.330ms  383.00K     383.00K          0              0  BROADCAST                      
|  11:SCAN HDFS            1    1s180ms    1s180ms  383.00K     383.00K   24.07 MB      112.00 MB  tpcds_text_50.customer_addr... 
12:HASH JOIN               4  222.406ms  230.867ms   26.23K       4.14M  566.02 MB       41.76 MB  INNER JOIN, BROADCAST          
|--21:EXCHANGE             4   19.192ms   20.835ms  766.00K     766.00K          0              0  BROADCAST                      
|  10:SCAN HDFS            1    1s257ms    1s257ms  766.00K     766.00K   24.11 MB      176.00 MB  tpcds_text_50.customer_text    
20:AGGREGATE               4    9.404ms    9.610ms   27.16K       4.14M    6.35 MB      264.78 MB  FINALIZE                       
19:EXCHANGE                4  480.333us  589.419us   27.16K       4.14M          0              0  HASH(ss_ticket_number,ss_cu... 
09:AGGREGATE               4  185.643ms  189.895ms   27.16K       4.14M    8.34 MB      264.78 MB                                 
08:HASH JOIN               4   86.234ms   91.852ms  288.19K       4.14M   46.05 MB       11.63 MB  INNER JOIN, BROADCAST          
|--18:EXCHANGE             4     9.36ms    9.157ms  383.00K     383.00K          0              0  BROADCAST                      
|  04:SCAN HDFS            1  681.650ms  681.650ms  383.00K     383.00K   34.10 MB      112.00 MB  tpcds_text_50.customer_addr... 
